"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1671",592332,"Kevin Gausman","1671","100.0","0.282","0.172","0.353","0.454","0.335","0.327","0.260","113","401","86.9","11.8","1981","89.4","89.18","266","880","779","-0.2","6.10","110","151","114","149","302","322","294"
"1668",605446,"Dereck Rodriguez","1668","100.0","0.271","0.221","0.284","0.492","0.351","0.349","0.285","108","398","88.7","12.7","2134","86.2","86.77","158","751","903","0.6","6.47","110","151","114","147","296","325","294"
"1619",601713,"Nick Pivetta","1619","100.0","0.278","0.238","0.313","0.516","0.363","0.349","0.271","103","370","88.6","10.6","2516","88.4","88.24","182","738","868","-0.2","6.26","111","150","116","150","298","324","294"
"1599",642547,"Freddy Peralta","1599","100.0","0.257","0.201","0.343","0.457","0.337","0.309","0.232","87","339","88.7","17.4","2440","90.2","91.43","231","784","809","1.2","6.93","109","154","115","151","301","319","293"
"1587",641312,"Shaun Anderson","1587","100.0","0.291","0.170","0.327","0.461","0.349","0.354","0.298","111","382","86.8","10.5","2424","89.7","89.60","159","766","813","-0.1","6.08","109","153","113","148","301","328","302"
"1582",663567,"Peter Lambert","1582","100.0","0.321","0.251","0.338","0.571","0.400","0.359","0.299","119","371","88.9","6.5","2092","88.5","87.97","119","707","860","-0.5","5.63","113","151","114","148","310","333","307"
"1579",543557,"Mike Montgomery","1579","100.0","0.315","0.220","0.348","0.535","0.387","0.384","0.316","113","359","89.7","6.3","1990","86.6","86.60","154","708","862","0.0","6.20","110","151","116","145","301","325","300"
"1570",570240,"Felix Pena","1570","100.0","0.219","0.183","0.256","0.402","0.301","0.327","0.254","80","366","88.7","13.0","2206","87.1","86.40","208","704","857","-0.7","5.84","112","152","114","148","293","317","291"
"1552",656288,"Griffin Canning","1552","100.0","0.235","0.196","0.281","0.431","0.316","0.299","0.221","80","341","87.0","16.1","2314","89.9","88.76","227","702","841","-1.1","5.56","114","150","113","149","294","316","291"
"1548",643327,"Zack Godley","1548","100.0","0.271","0.198","0.301","0.469","0.351","0.358","0.278","96","354","89.0","11.1","2146","85.9","84.38","174","712","828","-1.5","5.32","112","154","117","151","301","326","301"
"1541",521655,"Wilmer Font","1541","100.0","0.242","0.245","0.288","0.488","0.334","0.304","0.226","78","322","89.0","17.3","2283","88.6","89.11","207","749","788","0.5","6.58","112","154","113","148","303","322","298"
"1512",664199,"Taylor Clarke","1512","100.0","0.263","0.287","0.261","0.550","0.366","0.354","0.264","86","327","88.9","15.8","2205","89.3","88.89","168","729","774","-0.4","5.96","113","156","119","152","300","328","301"
"1510",502748,"Brad Peacock","1510","100.0","0.227","0.201","0.267","0.427","0.309","0.302","0.224","78","344","89.9","14.2","2374","87.6","86.55","141","650","855","-1.0","5.72","110","152","117","150","287","315","297"
"1501",461829,"Gio Gonzalez","1501","100.0","0.234","0.163","0.282","0.397","0.307","0.324","0.254","76","325","86.3","8.9","2099","84.7","84.21","172","660","837","-0.5","5.92","108","154","111","149","304","319","294"
"1498",642545,"Jaime Barria","1498","100.0","0.275","0.296","0.287","0.572","0.375","0.353","0.270","92","334","89.3","18.2","2117","86.6","85.96","147","662","831","-0.6","5.73","113","155","116","148","294","322","292"
"1487",502706,"Derek Holland","1487","100.0","0.258","0.239","0.284","0.497","0.361","0.347","0.238","82","318","89.3","12.7","2310","88.0","87.25","182","675","806","-0.8","5.84","109","149","114","146","298","323","293"
"1486",660761,"Jose Suarez","1486","100.0","0.304","0.261","0.326","0.565","0.398","0.356","0.274","100","329","87.8","16.0","2154","85.3","84.63","172","677","792","-0.7","5.74","111","149","114","147","296","316","287"
"1485",593423,"Frankie Montas","1485","100.0","0.230","0.134","0.297","0.364","0.279","0.276","0.233","84","365","86.8","9.7","2273","92.7","91.29","189","729","750","-1.4","5.43","110","147","119","151","295","321","296"
"1467",592879,"Asher Wojciechowski","1467","100.0","0.248","0.235","0.279","0.483","0.344","0.341","0.247","80","323","87.6","21.4","2296","87.6","88.13","186","713","743","0.5","6.52","106","153","116","147","297","327","299"
"1445",548389,"Ross Stripling","1445","100.0","0.244","0.169","0.299","0.413","0.297","0.278","0.232","84","344","88.4","10.2","2293","85.6","84.91","162","661","780","-0.7","5.72","112","157","120","145","293","317","296"
"1442",622694,"Elieser Hernandez","1442","100.0","0.242","0.261","0.267","0.503","0.345","0.290","0.209","76","314","85.9","20.5","2203","85.6","85.04","176","697","730","-0.6","5.91","109","156","117","149","304","325","296"
"1430",605276,"David Hess","1430","100.0","0.287","0.321","0.282","0.609","0.396","0.397","0.304","94","327","91.5","17.4","2139","89.0","87.79","136","699","725","-1.2","5.54","107","152","116","147","304","329","299"
"1427",543208,"Sam Gaviglio","1427","100.0","0.235","0.199","0.259","0.434","0.304","0.306","0.239","85","362","88.1","10.1","2031","86.1","86.12","179","639","778","0.0","6.34","110","154","121","149","306","327","300"
"1392",448855,"Junior Guerra","1392","100.0","0.194","0.157","0.221","0.351","0.278","0.300","0.222","58","299","85.6","13.0","2207","90.5","90.43","170","648","737","-0.1","6.17","109","155","114","149","301","318","295"
"1387",668678,"Zac Gallen","1387","100.0","0.212","0.143","0.284","0.355","0.290","0.293","0.215","62","293","87.0","13.7","2227","88.1","88.09","188","638","741","0.0","6.23","109","153","117","150","303","322","297"
"1386",572140,"Tyler Skaggs","1386","100.0","0.242","0.139","0.295","0.381","0.300","0.326","0.267","73","302","88.1","15.5","2254","84.6","84.17","138","640","742","-0.4","6.08","110","150","114","147","297","317","289"
"1377",657141,"Jordan Yamamoto","1377","100.0","0.191","0.163","0.225","0.355","0.284","0.309","0.230","54","282","89.9","17.2","2418","86.0","85.46","140","614","753","-0.5","5.91","109","155","116","149","303","326","293"
"1372",570632,"Jose Urena","1372","100.0","0.293","0.180","0.325","0.473","0.346","0.339","0.283","99","338","90.1","8.4","2151","92.5","91.91","141","663","696","-0.6","5.95","106","154","118","147","299","326","301"
"1364",656302,"Dylan Cease","1364","100.0","0.271","0.215","0.326","0.486","0.357","0.323","0.245","78","288","87.9","12.1","2441","89.7","88.91","158","605","756","-0.8","5.70","110","150","114","148","293","323","295"
"1363",608717,"Chris Stratton","1363","100.0","0.300","0.206","0.349","0.506","0.370","0.333","0.273","93","310","88.3","11.7","2636","87.9","88.13","158","651","709","0.2","6.26","110","150","119","147","301","323","297"
"1354",521230,"Liam Hendriks","1354","100.0","0.201","0.109","0.315","0.309","0.240","0.229","0.185","61","304","88.9","20.3","2309","93.8","94.09","250","694","655","0.3","6.42","111","148","120","150","300","325","301"
"1352",570666,"Luis Cessa","1352","100.0","0.246","0.187","0.277","0.433","0.320","0.295","0.229","75","305","88.3","10.6","2343","89.0","87.67","186","634","711","-1.3","5.37","107","152","117","148","295","324","290"
"1344",628711,"Julio Urias","1344","100.0","0.201","0.123","0.257","0.324","0.265","0.267","0.209","59","293","83.2","17.8","2425","90.1","89.04","205","686","649","-1.1","5.49","112","156","116","146","296","318","293"
"1335",547179,"Michael Lorenzen","1335","100.0","0.221","0.134","0.274","0.355","0.280","0.277","0.225","68","307","84.5","10.5","2459","92.3","91.12","201","649","681","-1.2","5.55","115","154","117","147","294","315","289"
"1333",621097,"Jacob Waguespack","1333","100.0","0.249","0.189","0.279","0.439","0.329","0.346","0.271","75","301","89.1","14.8","1987","88.2","88.47","142","651","676","0.3","6.34","111","155","118","151","308","331","300"
"1325",622065,"Alex Young","1325","100.0","0.229","0.184","0.252","0.413","0.302","0.316","0.251","72","315","87.0","9.4","2193","85.7","84.65","172","628","687","-1.0","5.58","111","153","114","150","300","323","296"
"1323",598286,"Nick Ramirez","1323","100.0","0.247","0.179","0.288","0.425","0.317","0.314","0.245","76","308","86.0","10.7","1908","84.7","83.51","175","620","700","-1.2","5.45","108","148","115","147","298","328","293"
"1320",643338,"Chad Green","1320","100.0","0.247","0.180","0.346","0.427","0.316","0.313","0.240","66","267","91.5","17.1","2414","94.4","94.36","198","670","643","0.0","6.27","110","154","116","150","291","323","290"
"1315",429719,"Edwin Jackson","1315","100.0","0.351","0.334","0.363","0.686","0.455","0.402","0.311","105","299","90.3","11.2","2277","90.1","89.98","144","604","705","-0.1","6.08","109","149","117","148","302","328","298"
"1310",598264,"Matt Barnes","1310","100.0","0.210","0.136","0.341","0.346","0.294","0.276","0.197","51","243","89.0","10.0","2336","90.8","91.01","209","579","728","0.2","6.41","110","150","117","148","286","321","292"
"1307",445926,"Jesse Chavez","1307","100.0","0.267","0.195","0.311","0.463","0.335","0.342","0.277","82","307","87.7","12.9","2220","89.0","88.27","103","561","739","-0.7","5.75","108","152","111","148","294","322","301"
"1301",641482,"Nestor Cortes Jr.","1301","100.0","0.281","0.213","0.321","0.494","0.357","0.351","0.279","75","267","87.6","17.4","2139","85.7","84.60","149","591","708","-1.1","5.54","106","153","116","148","295","324","288"
"1300",605130,"Scott Barlow","1300","100.0","0.240","0.157","0.341","0.397","0.317","0.302","0.228","64","267","87.9","13.6","2381","87.3","88.24","203","600","696","0.9","6.62","111","151","120","141","302","325","303"
"1300",592773,"Ryne Stanek","1300","100.0","0.214","0.168","0.266","0.382","0.296","0.316","0.225","61","285","89.2","17.5","2092","93.7","92.79","216","622","675","-0.9","5.76","108","156","115","148","298","326","297"
"1294",543521,"Collin McHugh","1294","100.0","0.221","0.211","0.265","0.432","0.312","0.307","0.234","62","280","87.8","14.8","2581","83.9","83.47","158","563","725","-0.4","6.05","111","152","117","150","287","316","295"
"1294",600917,"Jose Leclerc","1294","100.0","0.209","0.165","0.313","0.373","0.308","0.267","0.175","52","249","85.7","17.4","2597","90.2","88.64","188","568","719","-1.6","5.33","109","153","114","148","293","323","300"
"1287",607200,"Erick Fedde","1287","100.0","0.276","0.174","0.288","0.451","0.343","0.374","0.307","81","293","87.9","5.9","1950","88.3","88.66","93","554","728","0.4","6.33","113","150","113","148","299","315","297"
"1285",543022,"Tyler Chatwood","1285","100.0","0.232","0.121","0.286","0.354","0.305","0.321","0.263","65","280","87.3","4.8","2540","93.0","92.60","137","543","731","-0.4","5.96","113","150","111","152","296","322","296"
"1284",605151,"Archie Bradley","1284","100.0","0.246","0.125","0.341","0.371","0.313","0.318","0.246","67","272","88.2","11.5","2124","91.8","91.95","139","581","695","0.2","6.33","111","153","119","151","302","328","304"
"1275",607625,"Seth Lugo","1275","100.0","0.192","0.124","0.267","0.316","0.240","0.234","0.183","56","291","87.8","14.3","2473","89.6","88.96","156","586","682","-0.6","5.94","114","152","113","146","299","316","296"
"1274",471911,"Carlos Carrasco","1274","100.0","0.288","0.254","0.357","0.542","0.361","0.330","0.264","92","319","90.8","12.9","2321","89.2","89.38","205","657","613","0.2","6.21","110","153","116","148","290","311","286"
"1274",596071,"Dillon Peters","1274","100.0","0.290","0.280","0.302","0.570","0.386","0.361","0.285","85","293","89.0","13.3","2277","85.7","84.80","122","598","671","-0.9","5.65","111","148","116","146","295","318","288"
"1268",519393,"Marcus Walden","1268","100.0","0.213","0.129","0.266","0.341","0.283","0.302","0.242","61","287","89.1","7.1","2274","90.3","91.17","180","613","644","0.9","6.57","109","150","115","148","284","321","291"
"1264",543135,"Nathan Eovaldi","1264","100.0","0.276","0.234","0.316","0.510","0.371","0.332","0.240","72","261","90.6","11.0","2138","91.9","91.49","146","555","705","-0.4","6.00","110","152","117","150","285","321","293"
"1256",656546,"Jeff Hoffman","1256","100.0","0.283","0.305","0.303","0.588","0.396","0.379","0.281","77","272","89.4","15.1","2386","87.7","87.56","126","580","667","-0.1","6.04","115","151","114","148","308","337","310"
"1255",623381,"Thomas Pannone","1255","100.0","0.255","0.199","0.291","0.455","0.338","0.348","0.255","73","286","89.1","18.4","2219","85.1","84.58","149","588","660","-0.5","6.04","108","152","118","148","306","326","296"
"1254",592426,"Luke Jackson","1254","100.0","0.266","0.136","0.388","0.402","0.314","0.268","0.209","76","286","87.9","2.0","2477","90.5","90.76","225","612","639","0.3","6.30","108","149","112","149","304","326","297"
"1251",489334,"Craig Stammen","1251","100.0","0.251","0.182","0.284","0.433","0.302","0.281","0.239","80","319","86.7","5.5","2219","90.5","90.91","123","567","681","0.4","6.46","115","152","115","149","304","328","306"
"1244",519443,"Brandon Workman","1244","100.0","0.123","0.043","0.211","0.166","0.209","0.255","0.173","29","235","87.5","8.7","2367","86.0","87.04","169","485","757","1.0","6.89","111","150","117","148","286","322","292"
"1240",608032,"Carlos Estevez","1240","100.0","0.250","0.200","0.305","0.450","0.319","0.303","0.240","70","280","90.2","15.5","2264","94.8","94.86","189","616","621","0.1","6.03","114","152","119","148","309","335","308"
"1233",659275,"Dinelson Lamet","1233","100.0","0.226","0.182","0.314","0.409","0.312","0.296","0.217","62","274","86.9","14.9","2516","91.4","90.37","181","568","652","-1.0","5.66","116","151","114","150","302","326","304"
"1232",612434,"Miguel Castro","1232","100.0","0.232","0.154","0.269","0.386","0.306","0.294","0.216","63","272","87.1","9.7","2480","92.5","92.15","151","544","687","-0.3","6.13","106","151","117","145","301","325","296"
"1225",621142,"Ty Buttrey","1225","100.0","0.247","0.129","0.323","0.376","0.301","0.309","0.249","69","279","90.0","13.4","2072","91.9","90.82","154","568","649","-1.1","5.65","114","151","114","148","294","317","292"
"1217",543339,"Daniel Hudson","1217","100.0","0.210","0.154","0.249","0.363","0.280","0.307","0.227","56","267","88.8","15.7","2501","93.5","93.02","138","601","607","-0.5","6.06","111","151","117","149","304","324","299"
"1217",605154,"John Brebbia","1217","100.0","0.216","0.117","0.293","0.333","0.274","0.274","0.210","59","273","87.8","23.9","2479","89.2","89.81","178","616","596","0.6","6.48","111","150","112","148","299","321","298"
"1216",433587,"Felix Hernandez","1216","100.0","0.291","0.260","0.311","0.551","0.382","0.372","0.289","85","292","91.4","10.6","2170","84.6","84.19","114","524","683","-0.4","5.95","109","155","113","147","297","321","295"
"1210",593833,"Wander Suero","1210","100.0","0.242","0.110","0.326","0.352","0.289","0.316","0.261","64","264","88.5","10.4","2480","90.8","90.75","177","602","603","0.0","6.07","113","149","112","148","300","314","296"
"1204",542882,"Matt Andriese","1204","100.0","0.262","0.164","0.335","0.425","0.321","0.293","0.229","72","275","88.3","7.0","2333","88.7","87.67","143","566","630","-1.0","5.57","112","152","118","150","303","327","302"
"1194",571882,"Derek Law","1194","100.0","0.256","0.181","0.321","0.437","0.346","0.329","0.250","61","238","88.5","8.2","2129","86.7","86.87","150","500","688","0.2","6.29","109","152","119","149","306","329","301"
"1188",543766,"Bryan Shaw","1188","100.0","0.251","0.215","0.277","0.465","0.340","0.334","0.261","69","275","90.0","7.2","2378","90.1","88.86","138","545","634","-1.2","5.23","114","151","116","147","307","333","307"
"1184",518617,"Jake Diekman","1184","100.0","0.215","0.101","0.319","0.316","0.305","0.300","0.206","49","228","87.3","8.7","2451","90.8","90.51","188","530","639","-0.3","6.07","108","147","115","144","299","323","300"
